bedrooms,daysOnZillow,hdpUrl,homeStatus,lastSoldPrice,listingAddress/full,listingAddress/street,listingPrice/amount,livingArea,price,propertyUrl,listingPriceHistory/0/date,listingPriceHistory/0/event,listingPriceHistory/1/date,listingPriceHistory/1/event,listingPriceHistory/2/date,listingPriceHistory/2/event,listingPriceHistory/3/date,listingPriceHistory/3/event,listingPriceHistory/4/date,listingPriceHistory/4/event,listingPriceHistory/5/date,listingPriceHistory/5/event,listingPriceHistory/6/date,listingPriceHistory/6/event,listingPriceHistory/7/date,listingPriceHistory/7/event,listingPriceHistory/8/date,listingPriceHistory/8/event,listingPriceHistory/9/date,listingPriceHistory/9/event,listingPriceHistory/10/date,listingPriceHistory/10/event,listingPriceHistory/11/date,listingPriceHistory/11/event,listingPriceHistory/12/date,listingPriceHistory/12/event,listingPriceHistory/13/date,listingPriceHistory/13/event,listingPriceHistory/14/date,listingPriceHistory/14/event,listingPriceHistory/15/date,listingPriceHistory/15/event,listingPriceHistory/16/date,listingPriceHistory/16/event,listingPriceHistory/17/date,listingPriceHistory/17/event,listingPriceHistory/18/date,listingPriceHistory/18/event,listingPriceHistory/19/date,listingPriceHistory/19/event,listingPriceHistory/20/date,listingPriceHistory/20/event,listingPriceHistory/21/date,listingPriceHistory/21/event,listingPriceHistory/22/date,listingPriceHistory/22/event,listingPriceHistory/23/date,listingPriceHistory/23/event,listingPriceHistory/24/date,listingPriceHistory/24/event,listingPriceHistory/25/date,listingPriceHistory/25/event,listingPriceHistory/26/date,listingPriceHistory/26/event,listingPriceHistory/27/date,listingPriceHistory/27/event
3,38,/homedetails/1219-N-Parker-Haskell-St-Benton-AR-72015/392830_zpid/,FOR_RENT,35564,"1219 N Parker Haskell St, Benton, AR 72015",1219 N Parker Haskell St,1500,1680,1500,https://www.zillow.com/homedetails/1219-N-Parker-Haskell-St-Benton-AR-72015/392830_zpid/,2026-08-06T00:00:00.000Z,Price change,2026-07-09T00:00:00.000Z,Listed for rent,2025-12-12T00:00:00.000Z,Listing removed,2025-11-20T00:00:00.000Z,Listed for rent,2025-05-09T00:00:00.000Z,Listing removed,2025-05-04T00:00:00.000Z,Listing removed,2025-04-22T00:00:00.000Z,Price change,2025-04-13T00:00:00.000Z,Listed for rent,2025-03-03T00:00:00.000Z,Price change,2025-02-10T00:00:00.000Z,Price change,2025-02-02T00:00:00.000Z,Listed for sale,2023-09-17T00:00:00.000Z,Listing removed,2023-09-03T00:00:00.000Z,Listed for rent,2023-08-29T00:00:00.000Z,Listing removed,2023-06-16T00:00:00.000Z,Listed for sale,2023-04-17T00:00:00.000Z,Listing removed,2023-03-05T00:00:00.000Z,Price change,2023-02-01T00:00:00.000Z,Listed for sale,2022-05-23T00:00:00.000Z,Listing removed,2022-04-30T00:00:00.000Z,Listed for sale,2022-04-28T00:00:00.000Z,Contingent,2022-04-27T00:00:00.000Z,Price change,2022-03-26T00:00:00.000Z,Listed for sale,2016-02-18T00:00:00.000Z,Sold,2016-01-11T00:00:00.000Z,Listed for sale,2015-09-02T00:00:00.000Z,Sold,2009-08-13T00:00:00.000Z,Sold,2008-05-06T00:00:00.000Z,Sold
3,86,/homedetails/5694-Claridge-Dr-Hickory-NC-28602/71906250_zpid/,FOR_RENT,113500,"5694 Claridge Dr, Hickory, NC 28602",5694 Claridge Dr,2150,2200,2150,https://www.zillow.com/homedetails/5694-Claridge-Dr-Hickory-NC-28602/71906250_zpid/,2026-05-22T00:00:00.000Z,Listed for rent,2024-09-13T00:00:00.000Z,Listing removed,2024-08-02T00:00:00.000Z,Listed for rent,2000-11-03T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,73,/homedetails/5813-Heritage-Heights-Dr-Benton-AR-72019/71715692_zpid/,FOR_RENT,199000,"5813 Heritage Heights Dr, Benton, AR 72019",5813 Heritage Heights Dr,1745,1792,1745,https://www.zillow.com/homedetails/5813-Heritage-Heights-Dr-Benton-AR-72019/71715692_zpid/,2026-08-12T00:00:00.000Z,Price change,2026-07-29T00:00:00.000Z,Price change,2026-07-15T00:00:00.000Z,Price change,2026-06-04T00:00:00.000Z,Listed for rent,2024-04-06T00:00:00.000Z,Listing removed,2024-03-28T00:00:00.000Z,Listed for rent,2023-07-05T00:00:00.000Z,Listing removed,2023-06-23T00:00:00.000Z,Listed for rent,2022-05-23T00:00:00.000Z,Listing removed,2022-05-17T00:00:00.000Z,Listed for rent,2022-02-23T00:00:00.000Z,Listing removed,2022-02-04T00:00:00.000Z,Price change,2021-12-21T00:00:00.000Z,Listed for rent,2021-11-17T00:00:00.000Z,Sold,2021-11-12T00:00:00.000Z,Contingent,2021-10-13T00:00:00.000Z,Listed for sale,2016-02-17T00:00:00.000Z,Sold,2014-10-06T00:00:00.000Z,Listing removed,2014-07-21T00:00:00.000Z,Price change,2013-10-18T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,
3,20,/homedetails/13723-Southfork-Dr-Alexander-AR-72002/393770_zpid/,FOR_RENT,135000,"13723 Southfork Dr, Alexander, AR 72002",13723 Southfork Dr,1450,1311,1450,https://www.zillow.com/homedetails/13723-Southfork-Dr-Alexander-AR-72002/393770_zpid/,2026-07-27T00:00:00.000Z,Listed for rent,2026-07-10T00:00:00.000Z,Sold,2021-06-23T00:00:00.000Z,Listing removed,2021-06-18T00:00:00.000Z,Listed for rent,2019-06-13T00:00:00.000Z,Sold,2019-05-31T00:00:00.000Z,Price change,2019-05-30T00:00:00.000Z,Price change,2019-05-25T00:00:00.000Z,Price change,2019-05-23T00:00:00.000Z,Price change,2019-05-20T00:00:00.000Z,Price change,2019-05-17T00:00:00.000Z,Price change,2019-05-16T00:00:00.000Z,Price change,2019-05-15T00:00:00.000Z,Price change,2019-05-12T00:00:00.000Z,Price change,2019-05-10T00:00:00.000Z,Price change,2019-05-09T00:00:00.000Z,Price change,2019-05-07T00:00:00.000Z,Price change,2019-05-05T00:00:00.000Z,Price change,2019-05-02T00:00:00.000Z,Price change,2019-02-11T00:00:00.000Z,Price change,2019-01-15T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,
3,2,/homedetails/721-S-Richards-Benton-AR-72015/389133_zpid/,FOR_RENT,29900,"721 S Richards, Benton, AR 72015",721 S Richards,1650,1544,1650,https://www.zillow.com/homedetails/721-S-Richards-Benton-AR-72015/389133_zpid/,2026-08-14T00:00:00.000Z,Listed for rent,2026-08-07T00:00:00.000Z,Listing removed,2026-08-03T00:00:00.000Z,Price change,2026-07-22T00:00:00.000Z,Listed for rent,2023-07-28T00:00:00.000Z,Sold,2023-07-09T00:00:00.000Z,Contingent,2023-06-29T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,34,/homedetails/1423-Mammoth-Rd-Hickory-NC-28602/461722831_zpid/,FOR_RENT,,"1423 Mammoth Rd, Hickory, NC 28602",1423 Mammoth Rd,2195,1927,2195,https://www.zillow.com/homedetails/1423-Mammoth-Rd-Hickory-NC-28602/461722831_zpid/,2026-07-14T00:00:00.000Z,Listed for rent,2026-05-26T00:00:00.000Z,Listing removed,2026-05-19T00:00:00.000Z,Price change,2026-04-15T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,128,/homedetails/2305-Coraltree-Dr-Bryant-AR-72022/391471_zpid/,RECENTLY_SOLD,179000,"2305 Coraltree Dr, Bryant, AR 72022",2305 Coraltree Dr,179000,1583,179000,https://www.zillow.com/homedetails/2305-Coraltree-Dr-Bryant-AR-72022/391471_zpid/,2026-07-27T00:00:00.000Z,Listing removed,2026-07-21T00:00:00.000Z,Listed for rent,2026-06-10T00:00:00.000Z,Listing removed,2026-05-27T00:00:00.000Z,Listed for rent,2026-04-10T00:00:00.000Z,Sold,2026-03-28T00:00:00.000Z,Contingent,2026-03-25T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,95,/homedetails/3153-Stonewall-Dr-Benton-AR-72015/92431831_zpid/,FOR_RENT,420000,"3153 Stonewall Dr, Benton, AR 72015",3153 Stonewall Dr,2099,2104,2099,https://www.zillow.com/homedetails/3153-Stonewall-Dr-Benton-AR-72015/92431831_zpid/,2026-06-17T00:00:00.000Z,Price change,2026-05-13T00:00:00.000Z,Listed for rent,2026-02-02T00:00:00.000Z,Listing removed,2025-11-17T00:00:00.000Z,Listed for rent,2023-06-16T00:00:00.000Z,Listing removed,2023-05-24T00:00:00.000Z,Listed for rent,2008-10-03T00:00:00.000Z,Sold,2007-07-18T00:00:00.000Z,Sold,2007-03-01T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,13,/homedetails/1031-20th-Avenue-Loop-SE-Hickory-NC-28602/447124343_zpid/,FOR_RENT,,"1031 20th Avenue Loop SE, Hickory, NC 28602",1031 20th Avenue Loop SE,1995,1613,1995,https://www.zillow.com/homedetails/1031-20th-Avenue-Loop-SE-Hickory-NC-28602/447124343_zpid/,2026-08-03T00:00:00.000Z,Listed for rent,2025-06-21T00:00:00.000Z,Listing removed,2025-05-22T00:00:00.000Z,Listed for rent,2025-04-17T00:00:00.000Z,Listing removed,2025-04-15T00:00:00.000Z,Price change,2025-02-07T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,/homedetails/5719-Heritage-Heights-Dr-Benton-AR-72019/71715729_zpid/,FOR_RENT,22000,"5719 Heritage Heights Dr, Benton, AR 72019",5719 Heritage Heights Dr,1800,1650,1800,https://www.zillow.com/homedetails/5719-Heritage-Heights-Dr-Benton-AR-72019/71715729_zpid/,2026-08-14T00:00:00.000Z,Listed for rent,2025-04-01T00:00:00.000Z,Listing removed,2025-03-06T00:00:00.000Z,Listed for rent,2023-10-30T00:00:00.000Z,Listing removed,2023-10-23T00:00:00.000Z,Listed for rent,2022-10-27T00:00:00.000Z,Listing removed,2022-09-26T00:00:00.000Z,Price change,2022-08-22T00:00:00.000Z,Listed for rent,2021-03-24T00:00:00.000Z,Listing removed,2018-08-04T00:00:00.000Z,Listing removed,2018-07-30T00:00:00.000Z,Listed for rent,2017-02-19T00:00:00.000Z,Listing removed,2017-02-06T00:00:00.000Z,Listed for rent,2016-10-28T00:00:00.000Z,Listing removed,2014-04-08T00:00:00.000Z,Listing removed,2014-03-29T00:00:00.000Z,Listed for rent,2013-01-05T00:00:00.000Z,Listing removed,2012-10-26T00:00:00.000Z,Listed for sale,2012-10-26T00:00:00.000Z,Listing removed,2012-10-07T00:00:00.000Z,Listed for rent,2010-03-24T00:00:00.000Z,Sold,,,,,,,,,,,,,,
4,3,/homedetails/1359-37th-Avenue-Ln-NE-Hickory-NC-28601/455923523_zpid/,FOR_RENT,,"1359 37th Avenue Ln NE, Hickory, NC 28601",1359 37th Avenue Ln NE,2300,1927,2300,https://www.zillow.com/homedetails/1359-37th-Avenue-Ln-NE-Hickory-NC-28601/455923523_zpid/,2026-08-13T00:00:00.000Z,Listed for rent,2025-10-07T00:00:00.000Z,Listing removed,2025-09-16T00:00:00.000Z,Price change,2025-08-13T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,33,/homedetails/1298-Ridge-Rd-Benton-AR-72015/114166758_zpid/,FOR_RENT,,"1298 Ridge Rd, Benton, AR 72015",1298 Ridge Rd,1145,1108,1145,https://www.zillow.com/homedetails/1298-Ridge-Rd-Benton-AR-72015/114166758_zpid/,2026-08-13T00:00:00.000Z,Price change,2026-08-06T00:00:00.000Z,Price change,2026-07-14T00:00:00.000Z,Listed for rent,2022-10-07T00:00:00.000Z,Listing removed,2022-09-22T00:00:00.000Z,Listed for rent,2021-09-20T00:00:00.000Z,Listing removed,2021-08-20T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,61,/homedetails/13996-Pine-Glen-Cv-Alexander-AR-72002/92431875_zpid/,FOR_RENT,179000,"13996 Pine Glen Cv, Alexander, AR 72002",13996 Pine Glen Cv,1595,1400,1595,https://www.zillow.com/homedetails/13996-Pine-Glen-Cv-Alexander-AR-72002/92431875_zpid/,2026-06-17T00:00:00.000Z,Listed for rent,2023-06-14T00:00:00.000Z,Listing removed,2023-05-31T00:00:00.000Z,Listed for rent,2023-03-15T00:00:00.000Z,Sold,2022-11-15T00:00:00.000Z,Listed for sale,2011-05-15T00:00:00.000Z,Listing removed,2011-01-31T00:00:00.000Z,Pending sale,2010-12-27T00:00:00.000Z,Price change,2010-11-20T00:00:00.000Z,Pending sale,2010-10-29T00:00:00.000Z,Price change,2010-09-18T00:00:00.000Z,Price change,2010-09-11T00:00:00.000Z,Listed for sale,2008-02-05T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,17,/homedetails/1342-37th-Avenue-Ln-NE-Hickory-NC-28601/453027689_zpid/,FOR_RENT,,"1342 37th Avenue Ln NE, Hickory, NC 28601",1342 37th Avenue Ln NE,2350,1927,2350,https://www.zillow.com/homedetails/1342-37th-Avenue-Ln-NE-Hickory-NC-28601/453027689_zpid/,2026-07-30T00:00:00.000Z,Listed for rent,2025-08-12T00:00:00.000Z,Listing removed,2025-07-31T00:00:00.000Z,Listed for rent,2025-06-14T00:00:00.000Z,Listing removed,2025-06-07T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,/homedetails/1330-37th-Avenue-Ln-NE-Hickory-NC-28601/452771842_zpid/,FOR_RENT,330000,"1330 37th Avenue Ln NE, Hickory, NC 28601",1330 37th Avenue Ln NE,2700,2368,2700,https://www.zillow.com/homedetails/1330-37th-Avenue-Ln-NE-Hickory-NC-28601/452771842_zpid/,2026-08-04T00:00:00.000Z,Listed for rent,2025-09-16T00:00:00.000Z,Sold,2025-06-09T00:00:00.000Z,Pending sale,2025-06-04T00:00:00.000Z,Price change,2025-05-31T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,13,/homedetails/6056-Orange-Valley-Cv-Mabelvale-AR-72103/463591455_zpid/,FOR_RENT,,"6056 Orange Valley Cv, Mabelvale, AR 72103",6056 Orange Valley Cv,1675,1537,1675,https://www.zillow.com/homedetails/6056-Orange-Valley-Cv-Mabelvale-AR-72103/463591455_zpid/,2026-07-01T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,/homedetails/6049-Orange-Valley-Cv-Alexander-AR-72002/2083908811_zpid/,FOR_RENT,,"6049 Orange Valley Cv, Alexander, AR 72002",6049 Orange Valley Cv,1550,1340,1550,https://www.zillow.com/homedetails/6049-Orange-Valley-Cv-Alexander-AR-72002/2083908811_zpid/,2026-08-11T00:00:00.000Z,Price change,2026-08-06T00:00:00.000Z,Listed for rent,2026-07-08T00:00:00.000Z,Listing removed,2026-06-03T00:00:00.000Z,Listed for rent,2023-03-22T00:00:00.000Z,Listing removed,2023-03-07T00:00:00.000Z,Price change,2023-02-15T00:00:00.000Z,Listed for rent,2019-07-09T00:00:00.000Z,Listing removed,2019-06-24T00:00:00.000Z,Price change,2019-06-19T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,24,/homedetails/3562-Terrace-Hill-Ct-Benton-AR-72019/247594484_zpid/,FOR_RENT,122580,"3562 Terrace Hill Ct, Benton, AR 72019",3562 Terrace Hill Ct,1500,,1500,https://www.zillow.com/homedetails/3562-Terrace-Hill-Ct-Benton-AR-72019/247594484_zpid/,2026-07-23T00:00:00.000Z,Listed for rent,2023-06-22T00:00:00.000Z,Listing removed,2023-06-11T00:00:00.000Z,Listed for rent,2022-05-05T00:00:00.000Z,Listing removed,2022-04-19T00:00:00.000Z,Listed for rent,2022-03-04T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,/homedetails/1928-36th-Ave-NE-Hickory-NC-28601/71548772_zpid/,FOR_RENT,206146,"1928 36th Ave NE, Hickory, NC 28601",1928 36th Ave NE,1900,,1900,https://www.zillow.com/homedetails/1928-36th-Ave-NE-Hickory-NC-28601/71548772_zpid/,2026-08-04T00:00:00.000Z,Listed for rent,2023-06-02T00:00:00.000Z,Sold,2023-05-10T00:00:00.000Z,Pending sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,/homedetails/1021-Spangle-St-Benton-AR-72015/68020664_zpid/,FOR_RENT,87000,"1021 Spangle St, Benton, AR 72015",1021 Spangle St,1650,1300,1650,https://www.zillow.com/homedetails/1021-Spangle-St-Benton-AR-72015/68020664_zpid/,2026-08-09T00:00:00.000Z,Listed for rent,2004-12-29T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,131,/homedetails/3225-Jean-Cv-Alexander-AR-72002/378862_zpid/,FOR_RENT,,"3225 Jean Cv, Alexander, AR 72002",3225 Jean Cv,2600,2827,2600,https://www.zillow.com/homedetails/3225-Jean-Cv-Alexander-AR-72002/378862_zpid/,2026-07-27T00:00:00.000Z,Price change,2026-04-07T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,53,/homedetails/1088-Huntington-Dr-Benton-AR-72019/2062453392_zpid/,FOR_RENT,,"1088 Huntington Dr, Benton, AR 72019",1088 Huntington Dr,1595,1640,1595,https://www.zillow.com/homedetails/1088-Huntington-Dr-Benton-AR-72019/2062453392_zpid/,2026-07-23T00:00:00.000Z,Price change,2026-06-25T00:00:00.000Z,Listed for rent,2022-12-30T00:00:00.000Z,Listing removed,2022-12-14T00:00:00.000Z,Price change,2022-11-22T00:00:00.000Z,Price change,2022-10-26T00:00:00.000Z,Listed for rent,2022-09-10T00:00:00.000Z,Listing removed,2022-08-23T00:00:00.000Z,Price change,2022-08-02T00:00:00.000Z,Price change,2022-07-25T00:00:00.000Z,Price change,2022-07-12T00:00:00.000Z,Price change,2022-07-08T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,/homedetails/109-Baltusrol-Dr-Benton-AR-72015/2059993935_zpid/,FOR_RENT,,"109 Baltusrol Dr, Benton, AR 72015",109 Baltusrol Dr,1775,1750,1775,https://www.zillow.com/homedetails/109-Baltusrol-Dr-Benton-AR-72015/2059993935_zpid/,2026-08-12T00:00:00.000Z,Listed for rent,2024-08-02T00:00:00.000Z,Listing removed,2024-08-01T00:00:00.000Z,Price change,2024-07-03T00:00:00.000Z,Listed for rent,2023-01-26T00:00:00.000Z,Listing removed,2023-01-19T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,68,/homedetails/3006-Hilldale-Rd-Alexander-AR-72002/368446_zpid/,FOR_RENT,210000,"3006 Hilldale Rd, Alexander, AR 72002",3006 Hilldale Rd,1795,1960,1795,https://www.zillow.com/homedetails/3006-Hilldale-Rd-Alexander-AR-72002/368446_zpid/,2026-08-12T00:00:00.000Z,Price change,2026-07-29T00:00:00.000Z,Price change,2026-06-09T00:00:00.000Z,Listed for rent,2025-05-30T00:00:00.000Z,Listing removed,2025-04-23T00:00:00.000Z,Price change,2025-03-15T00:00:00.000Z,Listed for rent,2024-11-06T00:00:00.000Z,Listing removed,2024-10-24T00:00:00.000Z,Price change,2024-10-16T00:00:00.000Z,Price change,2024-10-10T00:00:00.000Z,Listed for rent,2024-10-01T00:00:00.000Z,Listing removed,2024-09-25T00:00:00.000Z,Price change,2024-09-24T00:00:00.000Z,Listed for rent,2024-05-21T00:00:00.000Z,Listing removed,2024-05-13T00:00:00.000Z,Price change,2024-05-10T00:00:00.000Z,Price change,2024-05-09T00:00:00.000Z,Price change,2024-05-02T00:00:00.000Z,Price change,2024-05-01T00:00:00.000Z,Price change,2024-04-25T00:00:00.000Z,Price change,2024-04-02T00:00:00.000Z,Listed for rent,2024-01-08T00:00:00.000Z,Listing removed,2023-10-01T00:00:00.000Z,Price change,2023-08-19T00:00:00.000Z,Price change,2023-08-02T00:00:00.000Z,Listed for sale,2021-06-21T00:00:00.000Z,Sold,2017-02-15T00:00:00.000Z,Sold,,
3,34,/homedetails/918-Cedar-Haskell-St-Haskell-AR-72015/61187359_zpid/,FOR_RENT,,"918 Cedar Haskell St, Haskell, AR 72015",918 Cedar Haskell St,1150,1088,1150,https://www.zillow.com/homedetails/918-Cedar-Haskell-St-Haskell-AR-72015/61187359_zpid/,2026-07-13T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,35,/homedetails/13824-Joan-Dr-Shannon-Hills-AR-72103/393598_zpid/,FOR_RENT,59000,"13824 Joan Dr, Shannon Hills, AR 72103",13824 Joan Dr,1400,1200,1400,https://www.zillow.com/homedetails/13824-Joan-Dr-Shannon-Hills-AR-72103/393598_zpid/,2026-07-12T00:00:00.000Z,Listed for rent,2019-03-19T00:00:00.000Z,Listing removed,2018-09-14T00:00:00.000Z,Listed for rent,2018-09-13T00:00:00.000Z,Sold,2018-07-24T00:00:00.000Z,Price change,2018-07-04T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,/homedetails/60-Parkview-Dr-Cabot-AR-72023/255734_zpid/,FOR_RENT,135000,"60 Parkview Dr, Cabot, AR 72023",60 Parkview Dr,1375,1475,1375,https://www.zillow.com/homedetails/60-Parkview-Dr-Cabot-AR-72023/255734_zpid/,2026-08-05T00:00:00.000Z,Listed for rent,2025-06-11T00:00:00.000Z,Listing removed,2025-06-10T00:00:00.000Z,Listed for rent,2025-06-09T00:00:00.000Z,Listing removed,2025-05-09T00:00:00.000Z,Listed for rent,2023-04-19T00:00:00.000Z,Listing removed,2023-04-06T00:00:00.000Z,Listed for rent,2022-08-24T00:00:00.000Z,Listing removed,2022-08-03T00:00:00.000Z,Listed for rent,2022-06-28T00:00:00.000Z,Sold,2017-04-01T00:00:00.000Z,Listing removed,2017-02-26T00:00:00.000Z,Listed for rent,2013-07-08T00:00:00.000Z,Sold,2010-01-05T00:00:00.000Z,Sold,2009-01-20T00:00:00.000Z,Listing removed,2008-09-29T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,
3,61,/homedetails/106-10th-Ave-SE-Hickory-NC-28602/463282226_zpid/,FOR_RENT,,"106 10th Ave SE, Hickory, NC 28602",106 10th Ave SE,1595,1333,1595,https://www.zillow.com/homedetails/106-10th-Ave-SE-Hickory-NC-28602/463282226_zpid/,2026-06-16T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,53,/homedetails/4521-Western-Woods-Dr-Benton-AR-72015/2057974580_zpid/,FOR_RENT,313100,"4521 Western Woods Dr, Benton, AR 72015",4521 Western Woods Dr,1895,1843,1895,https://www.zillow.com/homedetails/4521-Western-Woods-Dr-Benton-AR-72015/2057974580_zpid/,2026-08-13T00:00:00.000Z,Price change,2026-06-25T00:00:00.000Z,Listed for rent,2023-05-03T00:00:00.000Z,Listing removed,2023-04-24T00:00:00.000Z,Price change,2023-04-22T00:00:00.000Z,Listed for rent,2023-03-31T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,/homedetails/9207-Pleasant-Valley-Dr-Alexander-AR-72002/305110248_zpid/,FOR_RENT,,"9207 Pleasant Valley Dr, Alexander, AR 72002",9207 Pleasant Valley Dr,1695,1476,1695,https://www.zillow.com/homedetails/9207-Pleasant-Valley-Dr-Alexander-AR-72002/305110248_zpid/,2026-07-09T00:00:00.000Z,Listed for rent,2026-06-26T00:00:00.000Z,Listing removed,2026-06-18T00:00:00.000Z,Listed for rent,2023-10-30T00:00:00.000Z,Listing removed,2023-10-26T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,331,/homedetails/14025-Cottontail-Ln-Alexander-AR-72002/52934775_zpid/,FOR_RENT,120000,"14025 Cottontail Ln, Alexander, AR 72002",14025 Cottontail Ln,1595,1224,1595,https://www.zillow.com/homedetails/14025-Cottontail-Ln-Alexander-AR-72002/52934775_zpid/,2026-06-24T00:00:00.000Z,Listing removed,2026-02-15T00:00:00.000Z,Listed for sale,2025-09-20T00:00:00.000Z,Listed for rent,2025-07-01T00:00:00.000Z,Sold,2022-04-20T00:00:00.000Z,Sold,2005-05-09T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30,/homedetails/623-Dyer-Cir-Benton-AR-72015/386376_zpid/,FOR_RENT,87000,"623 Dyer Cir, Benton, AR 72015",623 Dyer Cir,1995,2053,1995,https://www.zillow.com/homedetails/623-Dyer-Cir-Benton-AR-72015/386376_zpid/,2026-07-27T00:00:00.000Z,Price change,2026-07-17T00:00:00.000Z,Listed for rent,2004-07-02T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,32,/homedetails/53-Dunnaway-Dr-Austin-AR-72007/2056813469_zpid/,FOR_RENT,195000,"53 Dunnaway Dr, Austin, AR 72007",53 Dunnaway Dr,1600,1403,1600,https://www.zillow.com/homedetails/53-Dunnaway-Dr-Austin-AR-72007/2056813469_zpid/,2026-07-16T00:00:00.000Z,Listed for rent,2025-09-03T00:00:00.000Z,Listing removed,2025-09-02T00:00:00.000Z,Listing removed,2025-07-29T00:00:00.000Z,Listed for rent,2025-06-14T00:00:00.000Z,Listed for sale,2023-10-13T00:00:00.000Z,Sold,2023-09-06T00:00:00.000Z,Contingent,2023-07-15T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10,/homedetails/148-Kelton-Dr-Hensley-AR-72065/464384218_zpid/,FOR_RENT,,"148 Kelton Dr, Hensley, AR 72065",148 Kelton Dr,2200,1907,2200,https://www.zillow.com/homedetails/148-Kelton-Dr-Hensley-AR-72065/464384218_zpid/,2026-08-07T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,68,/homedetails/104-10th-Ave-SE-Hickory-NC-28602/71959215_zpid/,FOR_RENT,420000,"104 10th Ave SE, Hickory, NC 28602",104 10th Ave SE,1595,1333,1595,https://www.zillow.com/homedetails/104-10th-Ave-SE-Hickory-NC-28602/71959215_zpid/,2026-06-09T00:00:00.000Z,Listed for rent,2025-12-17T00:00:00.000Z,Sold,2025-10-09T00:00:00.000Z,Listed for sale,2024-12-30T00:00:00.000Z,Sold,2024-11-05T00:00:00.000Z,Listed for sale,2015-02-28T00:00:00.000Z,Listing removed,2015-02-20T00:00:00.000Z,Price change,2015-02-04T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
