listingAddress/full,listingAddress/street,listingAddress/city,listingAddress/state,listingAddress/zipCode,homeStatus,listingStatus,bedrooms,livingArea,price,listingPrice/amount,daysOnZillow,propertyUrl,hdpUrl,lastSoldPrice,listingPriceHistory/0/date,listingPriceHistory/0/event,listingPriceHistory/1/date,listingPriceHistory/1/event,listingPriceHistory/2/date,listingPriceHistory/2/event,listingPriceHistory/3/date,listingPriceHistory/3/event,listingPriceHistory/4/date,listingPriceHistory/4/event,listingPriceHistory/5/date,listingPriceHistory/5/event,listingPriceHistory/6/date,listingPriceHistory/6/event,listingPriceHistory/7/date,listingPriceHistory/7/event,listingPriceHistory/8/date,listingPriceHistory/8/event,listingPriceHistory/9/date,listingPriceHistory/9/event,listingPriceHistory/10/date,listingPriceHistory/10/event,listingPriceHistory/11/date,listingPriceHistory/11/event,listingPriceHistory/12/date,listingPriceHistory/12/event,listingPriceHistory/13/date,listingPriceHistory/13/event,listingPriceHistory/14/date,listingPriceHistory/14/event,listingPriceHistory/15/date,listingPriceHistory/15/event,listingPriceHistory/16/date,listingPriceHistory/16/event,listingPriceHistory/17/date,listingPriceHistory/17/event,listingPriceHistory/18/date,listingPriceHistory/18/event,listingPriceHistory/19/date,listingPriceHistory/19/event,listingPriceHistory/20/date,listingPriceHistory/20/event,listingPriceHistory/21/date,listingPriceHistory/21/event,listingPriceHistory/22/date,listingPriceHistory/22/event,listingPriceHistory/23/date,listingPriceHistory/23/event,listingPriceHistory/24/date,listingPriceHistory/24/event,listingPriceHistory/25/date,listingPriceHistory/25/event,listingPriceHistory/26/date,listingPriceHistory/26/event,listingPriceHistory/27/date,listingPriceHistory/27/event
"3802 Pinecrest Ln, Maumelle, AR 72113",3802 Pinecrest Ln,Maumelle,AR,72113,,forRent,4,2435,,2600,14,https://www.zillow.com/homedetails/3802-Pinecrest-Ln-Maumelle-AR-72113/465038347_zpid/,,,2026-09-15T00:00:00.000Z,Price change,2026-09-03T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"106 Powder Dr, Beebe, AR 72012",106 Powder Dr,Beebe,AR,72012,,forRent,3,1472,,1375,9,https://www.zillow.com/homedetails/106-Powder-Dr-Beebe-AR-72012/465114738_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6005 Coywolf, Maumelle, AR 72113",6005 Coywolf,Maumelle,AR,72113,,forRent,4,1955,,2300,1,https://www.zillow.com/homedetails/6005-Coywolf-Maumelle-AR-72113/465322717_zpid/,,,2026-09-16T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2400 SW Ednruance Way #2, Maumelle, AR 72113",2400 SW Ednruance Way #2,Maumelle,AR,72113,,forRent,3,1200,,1995,87,https://www.zillow.com/homedetails/2400-SW-Ednruance-Way-2-Maumelle-AR-72113/463401793_zpid/,,,2026-09-08T00:00:00.000Z,Price change,2026-06-23T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"103 Jo Park Ln, Maumelle, AR 72113",103 Jo Park Ln,Maumelle,AR,72113,,forRent,3,1491,,1700,1,https://www.zillow.com/homedetails/103-Jo-Park-Ln-Maumelle-AR-72113/2058345725_zpid/,,223425,2026-09-16T00:00:00.000Z,Listed for rent,2023-08-10T00:00:00.000Z,Sold,2023-04-29T00:00:00.000Z,Listing removed,2023-04-18T00:00:00.000Z,Price change,2023-03-26T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10700 Mason Dr, North Little Rock, AR 72113",10700 Mason Dr,North Little Rock,AR,72113,,forRent,3,1248,,1700,9,https://www.zillow.com/homedetails/10700-Mason-Dr-North-Little-Rock-AR-72113/457082284_zpid/,,204325,2026-09-08T00:00:00.000Z,Listed for rent,2026-03-11T00:00:00.000Z,Sold,2026-01-15T00:00:00.000Z,Contingent,2025-12-30T00:00:00.000Z,Listed for sale,2025-10-30T00:00:00.000Z,Listing removed,2025-09-30T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"113 Lucy Ln, Maumelle, AR 72113",113 Lucy Ln,Maumelle,AR,72113,,forRent,3,1051,,1460,9,https://www.zillow.com/homedetails/113-Lucy-Ln-Maumelle-AR-72113/463057776_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-10T00:00:00.000Z,Price change,2026-07-17T00:00:00.000Z,Price change,2026-07-13T00:00:00.000Z,Price change,2026-07-09T00:00:00.000Z,Price change,2026-07-06T00:00:00.000Z,Price change,2026-06-09T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"802 Gussy Ln, Benton, AR 72019",802 Gussy Ln,Benton,AR,72019,,forRent,4,1459,,1650,27,https://www.zillow.com/homedetails/802-Gussy-Ln-Benton-AR-72019/460667108_zpid/,,222900,2026-08-21T00:00:00.000Z,Listed for rent,2026-08-11T00:00:00.000Z,Sold,2026-07-13T00:00:00.000Z,Contingent,2026-07-04T00:00:00.000Z,Price change,2026-06-03T00:00:00.000Z,Listed for sale,2026-05-01T00:00:00.000Z,Contingent,2026-04-14T00:00:00.000Z,Price change,2026-04-07T00:00:00.000Z,Price change,2026-04-02T00:00:00.000Z,Price change,2026-02-27T00:00:00.000Z,Price change,2026-02-24T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"105 King Ranch Dr, Beebe, AR 72012",105 King Ranch Dr,Beebe,AR,72012,,forRent,3,1569,,1420,9,https://www.zillow.com/homedetails/105-King-Ranch-Dr-Beebe-AR-72012/463785363_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-07-27T00:00:00.000Z,Price change,2026-07-17T00:00:00.000Z,Price change,2026-07-14T00:00:00.000Z,Price change,2026-07-10T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8616 Eastwood Creek Dr, North Little Rock, AR 72113",8616 Eastwood Creek Dr,North Little Rock,AR,72113,,forRent,3,1722,,1950,28,https://www.zillow.com/homedetails/8616-Eastwood-Creek-Dr-North-Little-Rock-AR-72113/2059022685_zpid/,,246600,2026-08-20T00:00:00.000Z,Listed for rent,2026-08-20T00:00:00.000Z,Listing removed,2026-08-08T00:00:00.000Z,Price change,2026-07-16T00:00:00.000Z,Listed for rent,2023-06-12T00:00:00.000Z,Sold,2023-05-02T00:00:00.000Z,Contingent,2023-03-02T00:00:00.000Z,Listed for sale,2023-03-01T00:00:00.000Z,Contingent,2023-02-24T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6404 Fairfax Ct, Maiden, NC 28650",6404 Fairfax Ct,Maiden,NC,28650,,forRent,,,,,,https://www.zillow.com/apartments/maiden-nc/shannon-woods/CttJ95/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4050 Freesia St, Sherrills Ford, NC 28673",4050 Freesia St,Sherrills Ford,NC,28673,,forRent,,,,,,https://www.zillow.com/apartments/sherrills-ford-nc/amavi-sherrills-ford/CkB99w/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2953 31st Street Ln NE, Hickory, NC 28601",2953 31st Street Ln NE,Hickory,NC,28601,,forRent,4,2097,,2295,1,https://www.zillow.com/homedetails/2953-31st-Street-Ln-NE-Hickory-NC-28601/463168265_zpid/,,,2026-09-16T00:00:00.000Z,Listed for rent,2026-08-18T00:00:00.000Z,Listing removed,2026-08-12T00:00:00.000Z,Price change,2026-07-18T00:00:00.000Z,Price change,2026-07-17T00:00:00.000Z,Price change,2026-06-24T00:00:00.000Z,Price change,2026-06-12T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2957 31st Street Ln NE, Hickory, NC 28601",2957 31st Street Ln NE,Hickory,NC,28601,,forRent,4,1889,,2225,1,https://www.zillow.com/homedetails/2957-31st-Street-Ln-NE-Hickory-NC-28601/463788123_zpid/,,,2026-09-16T00:00:00.000Z,Listed for rent,2026-08-18T00:00:00.000Z,Listing removed,2026-07-17T00:00:00.000Z,Price change,2026-07-10T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2540 5th St NE, Hickory, NC 28601",2540 5th St NE,Hickory,NC,28601,,forRent,,,,,,https://www.zillow.com/apartments/hickory-nc/cedar-village-townhomes/9PntvK/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"415 26th Ave NE, Hickory, NC 28601",415 26th Ave NE,Hickory,NC,28601,,forRent,,,,,,https://www.zillow.com/apartments/hickory-nc/villas-at-northview/5XqTFq/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3062 12th Ave SE, Hickory, NC 28602",3062 12th Ave SE,Hickory,NC,28602,,forRent,,,,,,https://www.zillow.com/apartments/hickory-nc/redwood-hickory/ChZKXj/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2830 16th St NE, Hickory, NC 28601",2830 16th St NE,Hickory,NC,28601,,forRent,,,,,,https://www.zillow.com/apartments/hickory-nc/argyle-place-apartment-homes/5XpDNP/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1001-1017 7th Street Blvd SE, Hickory, NC 28602",1001-1017 7th Street Blvd SE,Hickory,NC,28602,,other,,,,,,https://www.zillow.com/apartments/hickory-nc/1001-1017-7th-street-blvd-se/CtnD7s/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1602 18th Ave NE, Hickory, NC 28601",1602 18th Ave NE,Hickory,NC,28601,,other,,,,,,https://www.zillow.com/apartments/hickory-nc/la-vie-on-18th-ave./5tRNds/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2953 31st Street Ln NE, Hickory, NC 28601",2953 31st Street Ln NE,Hickory,NC,28601,,forRent,4,2097,,2295,1,https://www.zillow.com/homedetails/2953-31st-Street-Ln-NE-Hickory-NC-28601/463168265_zpid/,,,2026-09-16T00:00:00.000Z,Listed for rent,2026-08-18T00:00:00.000Z,Listing removed,2026-08-12T00:00:00.000Z,Price change,2026-07-18T00:00:00.000Z,Price change,2026-07-17T00:00:00.000Z,Price change,2026-06-24T00:00:00.000Z,Price change,2026-06-12T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1445 4th Street Dr NW, Hickory, NC 28601",1445 4th Street Dr NW,Hickory,NC,28601,,forRent,,,,,,https://www.zillow.com/apartments/hickory-nc/the-townhomes-at-viewmont/5j8D4k/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"380 9th Avenue Dr NE, Hickory, NC 28601",380 9th Avenue Dr NE,Hickory,NC,28601,,forRent,,,,,,https://www.zillow.com/apartments/hickory-nc/the-abbey/Cjqy8Q/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2957 31st Street Ln NE, Hickory, NC 28601",2957 31st Street Ln NE,Hickory,NC,28601,,forRent,4,1889,,2225,1,https://www.zillow.com/homedetails/2957-31st-Street-Ln-NE-Hickory-NC-28601/463788123_zpid/,,,2026-09-16T00:00:00.000Z,Listed for rent,2026-08-18T00:00:00.000Z,Listing removed,2026-07-17T00:00:00.000Z,Price change,2026-07-10T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4075 Oxford Glen Dr, Claremont, NC 28610",4075 Oxford Glen Dr,Claremont,NC,28610,,forRent,5,2578,,2135,10,https://www.zillow.com/homedetails/4075-Oxford-Glen-Dr-Claremont-NC-28610/465094286_zpid/,,,2026-09-08T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4087 Oxford Glen Dr, Claremont, NC 28610",4087 Oxford Glen Dr,Claremont,NC,28610,,forRent,5,2578,,2135,10,https://www.zillow.com/homedetails/4087-Oxford-Glen-Dr-Claremont-NC-28610/465094282_zpid/,,,2026-09-08T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4108 Oxford Glen Dr, Claremont, NC 28610",4108 Oxford Glen Dr,Claremont,NC,28610,,forRent,5,2578,,2135,10,https://www.zillow.com/homedetails/4108-Oxford-Glen-Dr-Claremont-NC-28610/465094285_zpid/,,,2026-09-08T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4072 Oxford Glen Dr, Claremont, NC 28610",4072 Oxford Glen Dr,Claremont,NC,28610,,forRent,4,2307,,1990,10,https://www.zillow.com/homedetails/4072-Oxford-Glen-Dr-Claremont-NC-28610/465094284_zpid/,,,2026-09-08T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4078 Oxford Glen Dr, Claremont, NC 28610",4078 Oxford Glen Dr,Claremont,NC,28610,,forRent,5,2578,,2135,10,https://www.zillow.com/homedetails/4078-Oxford-Glen-Dr-Claremont-NC-28610/465094289_zpid/,,,2026-09-08T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4105 Oxford Glen Dr, Claremont, NC 28610",4105 Oxford Glen Dr,Claremont,NC,28610,,forRent,5,2578,,2135,10,https://www.zillow.com/homedetails/4105-Oxford-Glen-Dr-Claremont-NC-28610/465094283_zpid/,,,2026-09-08T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4126 Oxford Glen Dr, Claremont, NC 28610",4126 Oxford Glen Dr,Claremont,NC,28610,,forRent,5,2578,,2135,10,https://www.zillow.com/homedetails/4126-Oxford-Glen-Dr-Claremont-NC-28610/465094293_zpid/,,,2026-09-08T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4099 Oxford Glen Dr, Claremont, NC 28610",4099 Oxford Glen Dr,Claremont,NC,28610,,forRent,4,1956,,1945,10,https://www.zillow.com/homedetails/4099-Oxford-Glen-Dr-Claremont-NC-28610/465094294_zpid/,,,2026-09-08T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4114 Oxford Glen Dr, Claremont, NC 28610",4114 Oxford Glen Dr,Claremont,NC,28610,,forRent,4,2307,,1990,10,https://www.zillow.com/homedetails/4114-Oxford-Glen-Dr-Claremont-NC-28610/465094287_zpid/,,,2026-09-08T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4081 Oxford Glen Dr, Claremont, NC 28610",4081 Oxford Glen Dr,Claremont,NC,28610,,forRent,4,2307,,1990,10,https://www.zillow.com/homedetails/4081-Oxford-Glen-Dr-Claremont-NC-28610/465094290_zpid/,,,2026-09-08T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4096 Oxford Glen Dr, Claremont, NC 28610",4096 Oxford Glen Dr,Claremont,NC,28610,,forRent,4,2307,,1990,10,https://www.zillow.com/homedetails/4096-Oxford-Glen-Dr-Claremont-NC-28610/465094295_zpid/,,,2026-09-08T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4093 Oxford Glen Dr, Claremont, NC 28610",4093 Oxford Glen Dr,Claremont,NC,28610,,forRent,4,2213,,1990,10,https://www.zillow.com/homedetails/4093-Oxford-Glen-Dr-Claremont-NC-28610/464050697_zpid/,,,2026-09-08T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-06T00:00:00.000Z,Price change,2026-07-28T00:00:00.000Z,Price change,2026-07-22T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3755 Charles St NW, Conover, NC 28613",3755 Charles St NW,Conover,NC,28613,,forRent,4,2565,,2400,76,https://www.zillow.com/homedetails/3755-Charles-St-NW-Conover-NC-28613/345078496_zpid/,,359000,2026-08-05T00:00:00.000Z,Price change,2026-07-30T00:00:00.000Z,Price change,2026-07-18T00:00:00.000Z,Price change,2026-07-05T00:00:00.000Z,Listed for rent,2024-10-15T00:00:00.000Z,Sold,2024-08-13T00:00:00.000Z,Price change,2024-08-05T00:00:00.000Z,Price change,2024-07-24T00:00:00.000Z,Price change,2024-04-17T00:00:00.000Z,Price change,2024-04-08T00:00:00.000Z,Price change,2024-03-19T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4127 Village Blvd, Conover, NC 28613",4127 Village Blvd,Conover,NC,28613,,forRent,3,1854,,2100,14,https://www.zillow.com/homedetails/4127-Village-Blvd-Conover-NC-28613/446200738_zpid/,,299000,2026-09-13T00:00:00.000Z,Price change,2026-09-08T00:00:00.000Z,Price change,2026-09-03T00:00:00.000Z,Listed for rent,2023-06-28T00:00:00.000Z,Sold,2023-04-25T00:00:00.000Z,Pending sale,2023-04-24T00:00:00.000Z,Price change,2023-01-23T00:00:00.000Z,Price change,2023-01-01T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4090 Oxford Glen Dr, Claremont, NC 28610",4090 Oxford Glen Dr,Claremont,NC,28610,,forRent,4,1956,,1945,10,https://www.zillow.com/homedetails/4090-Oxford-Glen-Dr-Claremont-NC-28610/465094288_zpid/,,,2026-09-08T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4054 Oxford Glen Dr, Claremont, NC 28610",4054 Oxford Glen Dr,Claremont,NC,28610,,forRent,3,1665,,1800,10,https://www.zillow.com/homedetails/4054-Oxford-Glen-Dr-Claremont-NC-28610/465094281_zpid/,,,2026-09-08T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4084 Oxford Glen Dr, Claremont, NC 28610",4084 Oxford Glen Dr,Claremont,NC,28610,,forRent,3,1665,,1800,10,https://www.zillow.com/homedetails/4084-Oxford-Glen-Dr-Claremont-NC-28610/465094279_zpid/,,,2026-09-08T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4102 Oxford Glen Dr, Claremont, NC 28610",4102 Oxford Glen Dr,Claremont,NC,28610,,forRent,3,1665,,1800,10,https://www.zillow.com/homedetails/4102-Oxford-Glen-Dr-Claremont-NC-28610/465094280_zpid/,,,2026-09-08T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4117 Oxford Glen Dr, Claremont, NC 28610",4117 Oxford Glen Dr,Claremont,NC,28610,,forRent,3,1665,,1800,10,https://www.zillow.com/homedetails/4117-Oxford-Glen-Dr-Claremont-NC-28610/465094291_zpid/,,,2026-09-08T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4066 Oxford Glen Dr, Claremont, NC 28610",4066 Oxford Glen Dr,Claremont,NC,28610,,forRent,4,1956,,1945,10,https://www.zillow.com/homedetails/4066-Oxford-Glen-Dr-Claremont-NC-28610/465094292_zpid/,,,2026-09-08T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"456 Brinkley Dr, Kings Mountain, NC 28086",456 Brinkley Dr,Kings Mountain,NC,28086,,forRent,5,2175,,2225,0,https://www.zillow.com/homedetails/456-Brinkley-Dr-Kings-Mountain-NC-28086/463854737_zpid/,,295000,2026-09-17T00:00:00.000Z,Listed for rent,2026-08-20T00:00:00.000Z,Sold,2026-07-16T00:00:00.000Z,Pending sale,2026-07-14T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"450 Brinkley Dr, Kings Mountain, NC 28086",450 Brinkley Dr,Kings Mountain,NC,28086,,forRent,5,2511,,2445,15,https://www.zillow.com/homedetails/450-Brinkley-Dr-Kings-Mountain-NC-28086/463353765_zpid/,,325000,2026-09-02T00:00:00.000Z,Listed for rent,2026-08-20T00:00:00.000Z,Sold,2026-07-16T00:00:00.000Z,Pending sale,2026-06-19T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"450 Brinkley Dr, Kings Mountain, NC 28086",450 Brinkley Dr,Kings Mountain,NC,28086,,forRent,5,2511,,2445,15,https://www.zillow.com/homedetails/450-Brinkley-Dr-Kings-Mountain-NC-28086/463353765_zpid/,,325000,2026-09-02T00:00:00.000Z,Listed for rent,2026-08-20T00:00:00.000Z,Sold,2026-07-16T00:00:00.000Z,Pending sale,2026-06-19T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"456 Brinkley Dr, Kings Mountain, NC 28086",456 Brinkley Dr,Kings Mountain,NC,28086,,forRent,5,2175,,2225,0,https://www.zillow.com/homedetails/456-Brinkley-Dr-Kings-Mountain-NC-28086/463854737_zpid/,,295000,2026-09-17T00:00:00.000Z,Listed for rent,2026-08-20T00:00:00.000Z,Sold,2026-07-16T00:00:00.000Z,Pending sale,2026-07-14T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"450 Brinkley Dr, Kings Mountain, NC 28086",450 Brinkley Dr,Kings Mountain,NC,28086,,forRent,5,2511,,2445,15,https://www.zillow.com/homedetails/450-Brinkley-Dr-Kings-Mountain-NC-28086/463353765_zpid/,,325000,2026-09-02T00:00:00.000Z,Listed for rent,2026-08-20T00:00:00.000Z,Sold,2026-07-16T00:00:00.000Z,Pending sale,2026-06-19T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"456 Brinkley Dr, Kings Mountain, NC 28086",456 Brinkley Dr,Kings Mountain,NC,28086,,forRent,5,2175,,2225,0,https://www.zillow.com/homedetails/456-Brinkley-Dr-Kings-Mountain-NC-28086/463854737_zpid/,,295000,2026-09-17T00:00:00.000Z,Listed for rent,2026-08-20T00:00:00.000Z,Sold,2026-07-16T00:00:00.000Z,Pending sale,2026-07-14T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2230 Cedar Oaks Dr, Conway, AR 72032",2230 Cedar Oaks Dr,Conway,AR,72032,,forRent,3,1200,,1500,4,https://www.zillow.com/homedetails/2230-Cedar-Oaks-Dr-Conway-AR-72032/239909_zpid/,,640000,2026-09-13T00:00:00.000Z,Listed for rent,2014-10-22T00:00:00.000Z,Sold,2006-05-30T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2804 Bruce St, Conway, AR 72034",2804 Bruce St,Conway,AR,72034,,forRent,3,1232,,1375,10,https://www.zillow.com/homedetails/2804-Bruce-St-Conway-AR-72034/238249_zpid/,,115000,2026-09-07T00:00:00.000Z,Listed for rent,2017-11-12T00:00:00.000Z,Listing removed,2017-11-01T00:00:00.000Z,Listed for rent,2016-07-19T00:00:00.000Z,Listing removed,2016-07-19T00:00:00.000Z,Listed for sale,2016-07-18T00:00:00.000Z,Sold,2016-06-22T00:00:00.000Z,Pending sale,2016-06-09T00:00:00.000Z,Listed for sale,2011-06-20T00:00:00.000Z,Sold,2006-12-04T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1955 Bellingrath Gdns, Conway, AR 72034",1955 Bellingrath Gdns,Conway,AR,72034,,forRent,3,1752,,2000,16,https://www.zillow.com/homedetails/1955-Bellingrath-Gdns-Conway-AR-72034/119403911_zpid/,,199900,2026-09-01T00:00:00.000Z,Listed for rent,2025-09-17T00:00:00.000Z,Listing removed,2025-09-05T00:00:00.000Z,Price change,2025-08-27T00:00:00.000Z,Listed for rent,2025-05-28T00:00:00.000Z,Listing removed,2025-05-09T00:00:00.000Z,Listed for rent,2024-01-01T00:00:00.000Z,Listing removed,2023-12-15T00:00:00.000Z,Listed for rent,2018-04-02T00:00:00.000Z,Sold,2018-02-03T00:00:00.000Z,Listed for sale,2016-07-01T00:00:00.000Z,Listing removed,2015-10-23T00:00:00.000Z,Price change,2015-09-29T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"202 Skunk Hollow Rd, Conway, AR 72032",202 Skunk Hollow Rd,Conway,AR,72032,,forRent,3,1120,,1425,29,https://www.zillow.com/homedetails/202-Skunk-Hollow-Rd-Conway-AR-72032/228041_zpid/,,116083,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-20T00:00:00.000Z,Listing removed,2026-08-19T00:00:00.000Z,Listed for rent,2026-07-20T00:00:00.000Z,Sold,2026-05-18T00:00:00.000Z,Contingent,2026-05-08T00:00:00.000Z,Listed for sale,2014-12-02T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4605 Valiant Dr, Conway, AR 72034",4605 Valiant Dr,Conway,AR,72034,,forRent,3,1324,,1500,67,https://www.zillow.com/homedetails/4605-Valiant-Dr-Conway-AR-72034/52392383_zpid/,,122000,2026-08-01T00:00:00.000Z,Price change,2026-07-13T00:00:00.000Z,Listed for rent,2023-05-19T00:00:00.000Z,Listing removed,2023-05-02T00:00:00.000Z,Listed for rent,2022-04-11T00:00:00.000Z,Listing removed,2022-04-06T00:00:00.000Z,Listed for rent,2011-09-02T00:00:00.000Z,Sold,2011-06-12T00:00:00.000Z,Listed for sale,2008-09-08T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
