listingAddress/full,listingAddress/street,listingAddress/city,listingAddress/state,homeStatus,listingStatus,bedrooms,livingArea,price,listingPrice/amount,daysOnZillow,propertyUrl,hdpUrl,lastSoldPrice,listingPriceHistory/0/date,listingPriceHistory/0/event,listingPriceHistory/1/date,listingPriceHistory/1/event,listingPriceHistory/2/date,listingPriceHistory/2/event,listingPriceHistory/3/date,listingPriceHistory/3/event,listingPriceHistory/4/date,listingPriceHistory/4/event,listingPriceHistory/5/date,listingPriceHistory/5/event,listingPriceHistory/6/date,listingPriceHistory/6/event,listingPriceHistory/7/date,listingPriceHistory/7/event,listingPriceHistory/8/date,listingPriceHistory/8/event,listingPriceHistory/9/date,listingPriceHistory/9/event,listingPriceHistory/10/date,listingPriceHistory/10/event,listingPriceHistory/11/date,listingPriceHistory/11/event,listingPriceHistory/12/date,listingPriceHistory/12/event,listingPriceHistory/13/date,listingPriceHistory/13/event,listingPriceHistory/14/date,listingPriceHistory/14/event,listingPriceHistory/15/date,listingPriceHistory/15/event,listingPriceHistory/16/date,listingPriceHistory/16/event,listingPriceHistory/17/date,listingPriceHistory/17/event,listingPriceHistory/18/date,listingPriceHistory/18/event,listingPriceHistory/19/date,listingPriceHistory/19/event,listingPriceHistory/20/date,listingPriceHistory/20/event,listingPriceHistory/21/date,listingPriceHistory/21/event,listingPriceHistory/22/date,listingPriceHistory/22/event,listingPriceHistory/23/date,listingPriceHistory/23/event,listingPriceHistory/24/date,listingPriceHistory/24/event,listingPriceHistory/25/date,listingPriceHistory/25/event,listingPriceHistory/26/date,listingPriceHistory/26/event,listingPriceHistory/27/date,listingPriceHistory/27/event,listingPriceHistory/28/date,listingPriceHistory/28/event,listingPriceHistory/29/date,listingPriceHistory/29/event
"19 Watson Ave, Greenville, SC 29601",19 Watson Ave,Greenville,SC,,forRent,3,1300,,1250,120,https://www.zillow.com/homedetails/19-Watson-Ave-Greenville-SC-29601/10990312_zpid/,,145833,2026-08-28T00:00:00.000Z,Price change,2026-08-12T00:00:00.000Z,Price change,2026-06-12T00:00:00.000Z,Price change,2026-05-27T00:00:00.000Z,Listed for rent,2021-03-25T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7 Box Tree Way, Greenville, SC 29605",7 Box Tree Way,Greenville,SC,,forRent,3,1600,,1925,24,https://www.zillow.com/homedetails/7-Box-Tree-Way-Greenville-SC-29605/67602598_zpid/,,137000,2026-08-31T00:00:00.000Z,Listed for rent,2023-08-18T00:00:00.000Z,Listing removed,2023-08-03T00:00:00.000Z,Listed for rent,2021-07-20T00:00:00.000Z,Listing removed,2021-07-15T00:00:00.000Z,Listed for rent,2020-02-21T00:00:00.000Z,Listing removed,2020-01-25T00:00:00.000Z,Price change,2020-01-09T00:00:00.000Z,Price change,2019-12-13T00:00:00.000Z,Listed for rent,2012-09-28T00:00:00.000Z,Sold,2012-07-26T00:00:00.000Z,Price change,2012-06-20T00:00:00.000Z,Listed for sale,2009-05-21T00:00:00.000Z,Sold,2009-03-10T00:00:00.000Z,Sold,2007-11-07T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"510 Grafton Ct, Greer, SC 29650",510 Grafton Ct,Greer,SC,,forRent,4,2256,,2099,141,https://www.zillow.com/homedetails/510-Grafton-Ct-Greer-SC-29650/67609683_zpid/,,199000,2026-09-03T00:00:00.000Z,Price change,2026-08-24T00:00:00.000Z,Price change,2026-05-07T00:00:00.000Z,Listed for rent,2025-05-30T00:00:00.000Z,Listing removed,2025-05-08T00:00:00.000Z,Listed for rent,2017-02-28T00:00:00.000Z,Sold,2017-01-17T00:00:00.000Z,Pending sale,2016-12-08T00:00:00.000Z,Listed for sale,2016-10-28T00:00:00.000Z,Sold,2016-10-18T00:00:00.000Z,Listed for sale,2002-07-31T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11 Tidworth Dr, Greer, SC 29651",11 Tidworth Dr,Greer,SC,,forRent,3,1280,,1550,3,https://www.zillow.com/homedetails/11-Tidworth-Dr-Greer-SC-29651/2058794431_zpid/,,197990,2026-09-21T00:00:00.000Z,Listed for rent,2026-09-03T00:00:00.000Z,Listing removed,2026-07-28T00:00:00.000Z,Listed for rent,2025-04-11T00:00:00.000Z,Listing removed,2025-03-07T00:00:00.000Z,Listed for rent,2025-03-03T00:00:00.000Z,Listing removed,2025-01-31T00:00:00.000Z,Listed for sale,2021-07-08T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"301 Holly Tree Ln, Simpsonville, SC 29681",301 Holly Tree Ln,Simpsonville,SC,,forRent,4,2775,,2047,44,https://www.zillow.com/homedetails/301-Holly-Tree-Ln-Simpsonville-SC-29681/11048880_zpid/,,193000,2026-09-17T00:00:00.000Z,Price change,2026-09-15T00:00:00.000Z,Price change,2026-08-13T00:00:00.000Z,Price change,2026-08-11T00:00:00.000Z,Listed for rent,2024-09-09T00:00:00.000Z,Listing removed,2024-08-30T00:00:00.000Z,Listed for rent,2024-08-18T00:00:00.000Z,Listing removed,2024-08-17T00:00:00.000Z,Listed for rent,2024-08-09T00:00:00.000Z,Listing removed,2024-08-06T00:00:00.000Z,Price change,2024-08-03T00:00:00.000Z,Price change,2024-07-31T00:00:00.000Z,Price change,2024-07-29T00:00:00.000Z,Price change,2024-07-27T00:00:00.000Z,Price change,2024-07-25T00:00:00.000Z,Price change,2024-07-23T00:00:00.000Z,Price change,2024-07-20T00:00:00.000Z,Price change,2024-07-18T00:00:00.000Z,Price change,2024-07-15T00:00:00.000Z,Listed for rent,2024-07-12T00:00:00.000Z,Listing removed,2024-07-11T00:00:00.000Z,Listed for rent,2019-05-02T00:00:00.000Z,Listing removed,2019-05-01T00:00:00.000Z,Price change,2019-04-05T00:00:00.000Z,Price change,2019-03-20T00:00:00.000Z,Listed for rent,2019-01-22T00:00:00.000Z,Sold,,,,,,,,
"29 Warren Ct, Greenville, SC 29607",29 Warren Ct,Greenville,SC,,forRent,4,1410,,1995,42,https://www.zillow.com/homedetails/29-Warren-Ct-Greenville-SC-29607/11003308_zpid/,,250000,2026-08-14T00:00:00.000Z,Listed for rent,2022-03-24T00:00:00.000Z,Listing removed,2022-03-14T00:00:00.000Z,Price change,2022-03-03T00:00:00.000Z,Listed for rent,2021-12-22T00:00:00.000Z,Listing removed,2021-12-14T00:00:00.000Z,Listed for rent,2021-10-29T00:00:00.000Z,Sold,2021-10-13T00:00:00.000Z,Pending sale,2018-08-09T00:00:00.000Z,Sold,2018-07-23T00:00:00.000Z,Pending sale,2018-06-28T00:00:00.000Z,Price change,2018-03-20T00:00:00.000Z,Listed for sale,2018-03-18T00:00:00.000Z,Listing removed,2018-03-12T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5 Stonington Way, Taylors, SC 29687",5 Stonington Way,Taylors,SC,,forRent,3,2135,,2285,35,https://www.zillow.com/homedetails/5-Stonington-Way-Taylors-SC-29687/11089190_zpid/,,128820,2026-09-02T00:00:00.000Z,Price change,2026-08-20T00:00:00.000Z,Listed for rent,2025-09-10T00:00:00.000Z,Listing removed,2025-08-15T00:00:00.000Z,Listed for rent,2023-06-30T00:00:00.000Z,Listing removed,2023-06-02T00:00:00.000Z,Price change,2023-05-17T00:00:00.000Z,Price change,2023-05-09T00:00:00.000Z,Price change,2023-04-01T00:00:00.000Z,Listed for rent,2021-04-07T00:00:00.000Z,Listing removed,2021-03-19T00:00:00.000Z,Listed for rent,2017-03-09T00:00:00.000Z,Listing removed,2017-02-08T00:00:00.000Z,Listed for rent,2016-06-10T00:00:00.000Z,Listing removed,2015-06-09T00:00:00.000Z,Listing removed,2015-06-06T00:00:00.000Z,Listed for rent,2015-02-02T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,
"103 Martindale Dr, Simpsonville, SC 29681",103 Martindale Dr,Simpsonville,SC,,forRent,3,2156,,1895,34,https://www.zillow.com/homedetails/103-Martindale-Dr-Simpsonville-SC-29681/11017782_zpid/,,105000,2026-08-21T00:00:00.000Z,Listed for rent,2021-07-09T00:00:00.000Z,Listing removed,2021-07-06T00:00:00.000Z,Listed for rent,2018-11-26T00:00:00.000Z,Listing removed,2018-11-07T00:00:00.000Z,Price change,2018-11-06T00:00:00.000Z,Listed for rent,2017-08-17T00:00:00.000Z,Listing removed,2017-08-15T00:00:00.000Z,Price change,2017-07-15T00:00:00.000Z,Price change,2017-06-30T00:00:00.000Z,Listed for rent,2016-03-09T00:00:00.000Z,Listing removed,2016-02-15T00:00:00.000Z,Price change,2016-01-28T00:00:00.000Z,Listed for rent,2015-05-20T00:00:00.000Z,Listing removed,2015-03-17T00:00:00.000Z,Listed for rent,2014-12-10T00:00:00.000Z,Sold,2014-11-15T00:00:00.000Z,Pending sale,2014-11-12T00:00:00.000Z,Price change,2014-10-22T00:00:00.000Z,Price change,2014-10-15T00:00:00.000Z,Listed for sale,2014-10-02T00:00:00.000Z,Pending sale,2014-09-26T00:00:00.000Z,Price change,2014-09-24T00:00:00.000Z,Price change,2014-08-30T00:00:00.000Z,Listed for sale,2014-08-21T00:00:00.000Z,Sold,,,,,,,,,,
"404 Stonefence Dr, Greenville, SC 29605",404 Stonefence Dr,Greenville,SC,,forRent,3,2250,,1905,77,https://www.zillow.com/homedetails/404-Stonefence-Dr-Greenville-SC-29605/2059149462_zpid/,,,2026-09-24T00:00:00.000Z,Price change,2026-09-18T00:00:00.000Z,Price change,2026-09-10T00:00:00.000Z,Price change,2026-09-04T00:00:00.000Z,Price change,2026-08-27T00:00:00.000Z,Price change,2026-08-21T00:00:00.000Z,Price change,2026-08-13T00:00:00.000Z,Price change,2026-08-06T00:00:00.000Z,Price change,2026-07-09T00:00:00.000Z,Listed for rent,2025-08-11T00:00:00.000Z,Listing removed,2025-07-31T00:00:00.000Z,Price change,2025-07-24T00:00:00.000Z,Price change,2025-07-17T00:00:00.000Z,Price change,2025-07-10T00:00:00.000Z,Price change,2025-07-03T00:00:00.000Z,Price change,2025-06-26T00:00:00.000Z,Price change,2025-06-19T00:00:00.000Z,Price change,2025-05-11T00:00:00.000Z,Listed for rent,2024-05-19T00:00:00.000Z,Listing removed,2024-04-27T00:00:00.000Z,Listed for rent,2023-12-04T00:00:00.000Z,Listing removed,2023-11-15T00:00:00.000Z,Price change,2023-10-18T00:00:00.000Z,Price change,2023-08-18T00:00:00.000Z,Price change,2023-08-02T00:00:00.000Z,Listed for rent,,,,,,,,,,
"108 Mulberry St, Greenville, SC 29601",108 Mulberry St,Greenville,SC,,forRent,3,1325,,1325,91,https://www.zillow.com/homedetails/108-Mulberry-St-Greenville-SC-29601/10988588_zpid/,,36500,2026-09-15T00:00:00.000Z,Price change,2026-09-04T00:00:00.000Z,Price change,2026-08-20T00:00:00.000Z,Price change,2026-08-13T00:00:00.000Z,Price change,2026-08-04T00:00:00.000Z,Price change,2026-07-16T00:00:00.000Z,Price change,2026-06-25T00:00:00.000Z,Listed for rent,2025-06-27T00:00:00.000Z,Listing removed,2025-06-11T00:00:00.000Z,Listed for rent,2025-05-28T00:00:00.000Z,Listing removed,2025-04-29T00:00:00.000Z,Price change,2025-04-21T00:00:00.000Z,Price change,2025-04-01T00:00:00.000Z,Listed for rent,2022-10-12T00:00:00.000Z,Listing removed,2022-09-22T00:00:00.000Z,Price change,2022-09-13T00:00:00.000Z,Price change,2022-09-09T00:00:00.000Z,Price change,2022-09-06T00:00:00.000Z,Price change,2022-08-25T00:00:00.000Z,Price change,2022-08-16T00:00:00.000Z,Price change,2022-07-29T00:00:00.000Z,Price change,2022-07-26T00:00:00.000Z,Price change,2022-07-13T00:00:00.000Z,Listed for rent,2021-09-15T00:00:00.000Z,Listing removed,2021-09-02T00:00:00.000Z,Listed for rent,2012-11-19T00:00:00.000Z,Sold,2012-05-25T00:00:00.000Z,Sold,2004-07-28T00:00:00.000Z,Sold,1999-08-03T00:00:00.000Z,Sold,,
"32 Governors Lake Way, Simpsonville, SC 29680",32 Governors Lake Way,Simpsonville,SC,,forRent,5,3972,,2785,44,https://www.zillow.com/homedetails/32-Governors-Lake-Way-Simpsonville-SC-29680/96477827_zpid/,,487000,2026-09-22T00:00:00.000Z,Price change,2026-09-08T00:00:00.000Z,Price change,2026-08-25T00:00:00.000Z,Price change,2026-08-11T00:00:00.000Z,Listed for rent,2024-10-11T00:00:00.000Z,Listing removed,2024-09-25T00:00:00.000Z,Listed for rent,2024-09-10T00:00:00.000Z,Sold,2024-08-07T00:00:00.000Z,Contingent,2024-06-20T00:00:00.000Z,Listed for sale,2013-12-13T00:00:00.000Z,Sold,2013-11-16T00:00:00.000Z,Pending sale,2013-11-07T00:00:00.000Z,Listed for sale,2011-12-01T00:00:00.000Z,Sold,2011-10-19T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12 McLeod St, Greenville, SC 29601",12 McLeod St,Greenville,SC,,forRent,3,1080,,2049,41,https://www.zillow.com/homedetails/12-McLeod-St-Greenville-SC-29601/10991615_zpid/,,310000,2026-09-14T00:00:00.000Z,Price change,2026-08-14T00:00:00.000Z,Listed for rent,2025-07-07T00:00:00.000Z,Listing removed,2025-06-17T00:00:00.000Z,Price change,2025-05-30T00:00:00.000Z,Price change,2025-05-07T00:00:00.000Z,Listed for rent,2023-09-12T00:00:00.000Z,Listing removed,2023-08-31T00:00:00.000Z,Listed for rent,2023-08-08T00:00:00.000Z,Sold,2023-07-01T00:00:00.000Z,Contingent,2023-06-29T00:00:00.000Z,Listed for sale,2021-03-24T00:00:00.000Z,Listing removed,2018-02-14T00:00:00.000Z,Sold,2017-12-19T00:00:00.000Z,Listed for sale,2017-11-11T00:00:00.000Z,Listing removed,2017-08-12T00:00:00.000Z,Price change,2017-06-24T00:00:00.000Z,Price change,2017-05-30T00:00:00.000Z,Listed for rent,2017-02-01T00:00:00.000Z,Sold,2010-09-10T00:00:00.000Z,Sold,2010-07-04T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,
"1 Appleton Ln, Mauldin, SC 29662",1 Appleton Ln,Mauldin,SC,,forRent,4,1600,,1930,65,https://www.zillow.com/homedetails/1-Appleton-Ln-Mauldin-SC-29662/67607860_zpid/,,145000,2026-09-01T00:00:00.000Z,Price change,2026-08-18T00:00:00.000Z,Price change,2026-08-04T00:00:00.000Z,Price change,2026-07-21T00:00:00.000Z,Listed for rent,2016-03-24T00:00:00.000Z,Sold,2016-02-16T00:00:00.000Z,Pending sale,2016-02-13T00:00:00.000Z,Listed for sale,2013-12-16T00:00:00.000Z,Sold,2013-09-10T00:00:00.000Z,Listed for sale,1999-11-23T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21 War Admiral Way, Greenville, SC 29617",21 War Admiral Way,Greenville,SC,,forRent,4,2204,,1995,63,https://www.zillow.com/homedetails/21-War-Admiral-Way-Greenville-SC-29617/71261475_zpid/,,159900,2026-09-17T00:00:00.000Z,Price change,2026-09-02T00:00:00.000Z,Price change,2026-08-24T00:00:00.000Z,Price change,2026-07-24T00:00:00.000Z,Listed for rent,2015-06-12T00:00:00.000Z,Sold,2015-03-27T00:00:00.000Z,Sold,2015-02-10T00:00:00.000Z,Price change,2014-12-22T00:00:00.000Z,Price change,2014-06-16T00:00:00.000Z,Price change,2013-08-16T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"320 Camber Ct, Greer, SC 29651",320 Camber Ct,Greer,SC,,forRent,3,1601,,1900,66,https://www.zillow.com/homedetails/320-Camber-Ct-Greer-SC-29651/450900015_zpid/,,,2026-08-05T00:00:00.000Z,Listed for rent,2026-06-05T00:00:00.000Z,Listing removed,2026-05-04T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"29 Parkwalk Dr, Greer, SC 29650",29 Parkwalk Dr,Greer,SC,,forRent,3,1667,,2100,32,https://www.zillow.com/homedetails/29-Parkwalk-Dr-Greer-SC-29650/96472225_zpid/,,255000,2026-08-24T00:00:00.000Z,Listed for rent,2023-06-15T00:00:00.000Z,Listing removed,2023-06-09T00:00:00.000Z,Listed for rent,2021-09-24T00:00:00.000Z,Sold,2019-02-04T00:00:00.000Z,Listing removed,2018-12-28T00:00:00.000Z,Price change,2018-12-14T00:00:00.000Z,Listed for rent,2017-08-18T00:00:00.000Z,Listing removed,2017-07-31T00:00:00.000Z,Listed for rent,2015-12-18T00:00:00.000Z,Sold,2012-10-30T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23 Red Bank Rd, Simpsonville, SC 29681",23 Red Bank Rd,Simpsonville,SC,,forRent,3,1676,,1949,62,https://www.zillow.com/homedetails/23-Red-Bank-Rd-Simpsonville-SC-29681/464873067_zpid/,,,2026-08-22T00:00:00.000Z,Price change,2026-08-20T00:00:00.000Z,Listed for rent,2026-07-27T00:00:00.000Z,Listing removed,2026-07-24T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"311 Ponder Rd, Greer, SC 29651",311 Ponder Rd,Greer,SC,,forRent,3,1300,,1745,106,https://www.zillow.com/homedetails/311-Ponder-Rd-Greer-SC-29651/456632917_zpid/,,275000,2026-08-15T00:00:00.000Z,Price change,2026-07-07T00:00:00.000Z,Price change,2026-06-10T00:00:00.000Z,Listed for rent,2026-05-12T00:00:00.000Z,Sold,2026-04-29T00:00:00.000Z,Pending sale,2026-04-17T00:00:00.000Z,Price change,2026-04-09T00:00:00.000Z,Listed for sale,2026-04-01T00:00:00.000Z,Listing removed,2025-11-24T00:00:00.000Z,Price change,2025-09-11T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1023 N Franklin Rd, Greenville, SC 29617",1023 N Franklin Rd,Greenville,SC,,forRent,4,1000,,1545,57,https://www.zillow.com/homedetails/1023-N-Franklin-Rd-Greenville-SC-29617/10998774_zpid/,,243500,2026-09-03T00:00:00.000Z,Price change,2026-08-27T00:00:00.000Z,Price change,2026-07-29T00:00:00.000Z,Listed for rent,2024-12-14T00:00:00.000Z,Listing removed,2024-12-12T00:00:00.000Z,Price change,2024-11-26T00:00:00.000Z,Price change,2024-10-30T00:00:00.000Z,Price change,2024-10-16T00:00:00.000Z,Price change,2024-09-04T00:00:00.000Z,Price change,2024-08-20T00:00:00.000Z,Listed for rent,2023-06-29T00:00:00.000Z,Listing removed,2023-06-16T00:00:00.000Z,Price change,2023-06-02T00:00:00.000Z,Listed for rent,2022-03-28T00:00:00.000Z,Listing removed,2022-03-11T00:00:00.000Z,Price change,2022-02-18T00:00:00.000Z,Price change,2022-01-07T00:00:00.000Z,Price change,2021-12-14T00:00:00.000Z,Price change,2021-11-24T00:00:00.000Z,Price change,2021-10-13T00:00:00.000Z,Listed for rent,2021-06-25T00:00:00.000Z,Sold,2021-05-17T00:00:00.000Z,Pending sale,2021-05-07T00:00:00.000Z,Listed for sale,2020-12-29T00:00:00.000Z,Sold,2016-09-28T00:00:00.000Z,Sold,2016-08-23T00:00:00.000Z,Pending sale,2016-08-05T00:00:00.000Z,Listed for sale,,,,,,
"406 S Texas Ave, Greenville, SC 29611",406 S Texas Ave,Greenville,SC,,forRent,3,1622,,1675,85,https://www.zillow.com/homedetails/406-S-Texas-Ave-Greenville-SC-29611/11008027_zpid/,,112500,2026-09-15T00:00:00.000Z,Price change,2026-08-13T00:00:00.000Z,Price change,2026-07-16T00:00:00.000Z,Price change,2026-07-01T00:00:00.000Z,Listed for rent,2023-12-01T00:00:00.000Z,Listing removed,2023-10-12T00:00:00.000Z,Listed for rent,2023-09-28T00:00:00.000Z,Listing removed,2023-09-21T00:00:00.000Z,Price change,2023-09-14T00:00:00.000Z,Price change,2023-09-07T00:00:00.000Z,Listed for rent,2021-02-19T00:00:00.000Z,Listing removed,2021-02-14T00:00:00.000Z,Price change,2021-02-02T00:00:00.000Z,Listed for rent,2020-07-19T00:00:00.000Z,Listing removed,2020-07-07T00:00:00.000Z,Price change,2020-06-29T00:00:00.000Z,Listed for rent,2019-09-19T00:00:00.000Z,Sold,2019-07-16T00:00:00.000Z,Pending sale,2019-07-09T00:00:00.000Z,Price change,2019-06-28T00:00:00.000Z,Listed for sale,2019-05-02T00:00:00.000Z,Listing removed,2019-04-15T00:00:00.000Z,Listed for sale,2009-06-22T00:00:00.000Z,Sold,2005-05-26T00:00:00.000Z,Sold,,,,,,,,,,,,
"102 Ticonderoga Dr, Greer, SC 29650",102 Ticonderoga Dr,Greer,SC,,forRent,3,1700,,1850,23,https://www.zillow.com/homedetails/102-Ticonderoga-Dr-Greer-SC-29650/11038191_zpid/,,150000,2026-07-30T00:00:00.000Z,Listed for rent,2019-08-14T00:00:00.000Z,Listing removed,2019-05-21T00:00:00.000Z,Listed for rent,2018-11-18T00:00:00.000Z,Listing removed,2018-09-13T00:00:00.000Z,Listed for rent,2018-05-12T00:00:00.000Z,Listing removed,2018-04-02T00:00:00.000Z,Listed for rent,2017-10-06T00:00:00.000Z,Listing removed,2017-09-19T00:00:00.000Z,Price change,2017-09-07T00:00:00.000Z,Price change,2017-07-21T00:00:00.000Z,Listed for rent,2014-09-14T00:00:00.000Z,Listing removed,2014-08-24T00:00:00.000Z,Price change,2014-07-10T00:00:00.000Z,Listed for rent,2013-06-28T00:00:00.000Z,Listing removed,2013-06-09T00:00:00.000Z,Listed for rent,2013-05-28T00:00:00.000Z,Sold,2006-05-31T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,
"2305 Standing Springs Rd, Greenville, SC 29605",2305 Standing Springs Rd,Greenville,SC,,forRent,3,1225,,1460,38,https://www.zillow.com/homedetails/2305-Standing-Springs-Rd-Greenville-SC-29605/11058816_zpid/,,86000,2026-08-17T00:00:00.000Z,Listed for rent,2026-06-15T00:00:00.000Z,Listing removed,2026-06-01T00:00:00.000Z,Listed for rent,2025-11-21T00:00:00.000Z,Listing removed,2025-11-14T00:00:00.000Z,Price change,2025-11-12T00:00:00.000Z,Price change,2025-11-06T00:00:00.000Z,Price change,2025-11-01T00:00:00.000Z,Listed for rent,2025-01-06T00:00:00.000Z,Listing removed,2024-12-18T00:00:00.000Z,Listed for rent,2024-11-09T00:00:00.000Z,Listing removed,2024-11-02T00:00:00.000Z,Listed for rent,2024-10-30T00:00:00.000Z,Listing removed,2024-10-30T00:00:00.000Z,Listed for rent,2024-10-25T00:00:00.000Z,Listing removed,2024-10-14T00:00:00.000Z,Listed for rent,2024-10-05T00:00:00.000Z,Listing removed,2024-10-03T00:00:00.000Z,Price change,2024-09-26T00:00:00.000Z,Price change,2024-09-17T00:00:00.000Z,Price change,2024-09-15T00:00:00.000Z,Price change,2024-09-13T00:00:00.000Z,Price change,2024-09-11T00:00:00.000Z,Price change,2024-09-04T00:00:00.000Z,Listed for rent,2022-08-22T00:00:00.000Z,Listing removed,2019-02-01T00:00:00.000Z,Sold,2018-11-20T00:00:00.000Z,Sold,,,,,,
"113 Bankside Ln, Greenville, SC 29609",113 Bankside Ln,Greenville,SC,,forRent,3,1550,,1625,32,https://www.zillow.com/homedetails/113-Bankside-Ln-Greenville-SC-29609/80969765_zpid/,,,2026-08-24T00:00:00.000Z,Listed for rent,2026-08-24T00:00:00.000Z,Listing removed,2026-08-15T00:00:00.000Z,Price change,2026-05-03T00:00:00.000Z,Listed for rent,2021-05-10T00:00:00.000Z,Listing removed,2021-05-07T00:00:00.000Z,Listed for rent,2020-02-21T00:00:00.000Z,Listing removed,2020-01-17T00:00:00.000Z,Listed for rent,2016-07-12T00:00:00.000Z,Listing removed,2015-04-07T00:00:00.000Z,Listing removed,2015-04-02T00:00:00.000Z,Listed for rent,2014-04-08T00:00:00.000Z,Listing removed,2014-03-06T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9 Judson Rd, Greenville, SC 29611",9 Judson Rd,Greenville,SC,,forRent,3,1070,,1650,14,https://www.zillow.com/homedetails/9-Judson-Rd-Greenville-SC-29611/11007872_zpid/,,210000,2026-09-10T00:00:00.000Z,Listed for rent,2025-09-25T00:00:00.000Z,Listing removed,2025-09-09T00:00:00.000Z,Price change,2025-08-20T00:00:00.000Z,Price change,2022-11-01T00:00:00.000Z,Price change,2022-10-10T00:00:00.000Z,Price change,2022-09-30T00:00:00.000Z,Listed for rent,2022-09-23T00:00:00.000Z,Sold,2022-08-06T00:00:00.000Z,Pending sale,2022-07-27T00:00:00.000Z,Price change,2022-07-12T00:00:00.000Z,Price change,2022-07-06T00:00:00.000Z,Listed for sale,2022-03-04T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"115 Konnarock Cir, Greenville, SC 29617",115 Konnarock Cir,Greenville,SC,,forRent,3,1500,,1850,39,https://www.zillow.com/homedetails/115-Konnarock-Cir-Greenville-SC-29617/11031766_zpid/,,125000,2026-09-02T00:00:00.000Z,Price change,2026-07-08T00:00:00.000Z,Listed for rent,2023-10-27T00:00:00.000Z,Listing removed,2023-10-23T00:00:00.000Z,Listed for rent,2023-10-13T00:00:00.000Z,Listing removed,2023-08-29T00:00:00.000Z,Listed for rent,2023-08-22T00:00:00.000Z,Listing removed,2023-08-15T00:00:00.000Z,Listed for rent,2013-09-19T00:00:00.000Z,Sold,2013-03-21T00:00:00.000Z,Sold,2013-02-05T00:00:00.000Z,Listed for sale,2005-03-17T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"606 Pine Creek Dr, Greenville, SC 29605",606 Pine Creek Dr,Greenville,SC,,forRent,3,1000,,1445,28,https://www.zillow.com/homedetails/606-Pine-Creek-Dr-Greenville-SC-29605/11022815_zpid/,,186000,2026-08-27T00:00:00.000Z,Listed for rent,2024-01-17T00:00:00.000Z,Listing removed,2024-01-04T00:00:00.000Z,Price change,2023-11-13T00:00:00.000Z,Listed for rent,2022-09-20T00:00:00.000Z,Listing removed,2022-09-10T00:00:00.000Z,Price change,2022-08-18T00:00:00.000Z,Price change,2022-07-29T00:00:00.000Z,Price change,2022-07-25T00:00:00.000Z,Sold,2022-06-24T00:00:00.000Z,Listed for rent,2022-01-04T00:00:00.000Z,Sold,2021-12-23T00:00:00.000Z,Pending sale,2021-11-01T00:00:00.000Z,Price change,2021-10-21T00:00:00.000Z,Listed for sale,2021-07-12T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6 Hiley Ct, Simpsonville, SC 29681",6 Hiley Ct,Simpsonville,SC,,forRent,3,1958,,2200,1,https://www.zillow.com/homedetails/6-Hiley-Ct-Simpsonville-SC-29681/11036186_zpid/,,181000,2026-09-24T00:00:00.000Z,Listed for rent,2013-03-06T00:00:00.000Z,Sold,2012-09-25T00:00:00.000Z,Listed for sale,2009-06-08T00:00:00.000Z,Sold,2003-07-02T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
